"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level"
"462","5.8","0.1","8.8","2.8","6.5","2.8","Low"
"463","6.4","3.6","5.6","5.7","2.7","3.1","High"
"464","8","3.3","9.9","0.8","2","3.13","Moderate"
"465","9.8","1.6","6.9","1.9","3.8","3.23","High"
"466","7.8","2.2","8.8","4.3","0.9","3.2","Moderate"
"467","7.2","1.2","6.3","1.2","8.1","3.05","Moderate"
"468","6.4","3.9","7.8","2","3.9","2.87","Moderate"
"469","7.9","0.6","7.2","3.8","4.5","2.68","Moderate"
"470","10","3.5","8.1","1.4","1","3.44","High"
"471","8.1","0.8","7","0.2","7.9","3.74","High"
"472","6.1","3.9","9.5","3.2","1.3","2.61","Moderate"
"473","7.7","3.5","5.7","4.7","2.4","3.21","High"
"474","6.4","3.5","9.7","0.7","3.7","2.89","Moderate"
"475","7.3","3.9","7.4","4.7","0.7","2.74","Moderate"
"476","6.4","0.8","8.8","2.3","5.7","3.21","Moderate"
"477","7.6","2","7.9","5.2","1.3","3.13","Moderate"
"478","9.1","3.1","7.9","3.7","0.2","3.42","High"
"479","6","0.4","9.3","2.6","5.7","3.02","Moderate"
"480","8.1","3.7","5.1","2.9","4.2","2.63","High"
"481","8.4","2.9","8.5","0.6","3.6","3.07","High"
"482","9","1.1","6.1","5.7","2.1","3.07","High"
"483","5","4","8.4","5","1.6","2.9","Low"
"484","8.7","0.6","8.8","4.5","1.4","3.41","High"
"485","8.3","3.1","9.2","2.1","1.3","3.24","High"
"486","5.4","1.6","7","0.4","9.6","2.63","Low"
"487","6.7","0.4","9","5.7","2.2","2.63","Moderate"
"488","5.4","2","9","4.2","3.4","2.85","Low"
"489","5.3","0.3","7","1.8","9.6","2.64","Low"
"490","9","3.7","7","3.9","0.4","3.16","High"
"491","6.6","1.9","6.1","3.8","5.6","3","Moderate"
"492","6.8","2.6","5.6","5.3","3.7","3.08","High"
"493","7.5","1.8","7.9","3.7","3.1","3.17","Moderate"
"494","6.2","2.9","9.1","4.7","1.1","2.83","Moderate"
"495","7.8","2.1","5.7","4.7","3.7","3.16","High"
"496","6.4","0.5","8.1","0.3","8.7","2.61","Moderate"
"497","8.7","1.3","5","3.1","5.9","3.24","High"
"498","9.2","0","6.2","4.4","4.2","3.41","High"
"499","6.6","0.4","6.8","1.6","8.6","2.89","Moderate"
"500","8.9","3.6","7.2","3.9","0.4","3.51","High"
"501","6.9","3.9","5.4","4.1","3.7","2.55","High"
"502","8.2","2.8","5","1","7","3.2","High"
"503","8.6","2.7","9.8","2.2","0.7","3.31","High"
"504","6.5","0.4","8.9","3.9","4.3","3.01","Moderate"
"505","5.2","1.4","9.8","3","4.6","2.49","Low"
"506","6","1.5","6.8","0.3","9.4","2.44","Moderate"
"507","8.8","1.7","9.1","3.7","0.7","3.44","High"
"508","7.4","3.5","6.1","4.1","2.9","2.88","Moderate"
"509","8","1.2","5.7","3.9","5.2","3.03","High"
"510","8.2","1.6","8.6","1.1","4.5","3.46","High"
"511","9.5","1.1","6.8","0.3","6.3","3.43","High"
"512","6.3","3.3","5.1","2.3","7","2.74","High"
"513","6.7","0.1","5.6","2.5","9.1","2.49","High"
"514","7.7","2.4","5","2.8","6.1","3.12","High"
"515","9.8","2.1","8.4","1.2","2.5","3.61","High"
"516","7.6","3.9","5.6","0.1","6.8","3.28","High"
"517","8.9","3.2","5.6","1.6","4.7","3.36","High"
"518","6.7","1.5","5","1.8","9","3.31","High"
"519","8.2","3.9","9.2","0.1","2.6","3.26","High"
"520","8.9","1.8","7","1.8","4.5","3.38","High"
"521","5.3","0.9","6.2","2.9","8.7","2.76","Low"
"522","5.3","3.8","9.7","4.1","1.1","3.13","Low"
"523","10","2.2","9.8","0.2","1.8","3.25","High"
"524","6","0.6","8.1","4.7","4.6","2.78","Moderate"
"525","7.9","0.6","9.1","3.8","2.6","3.5","Moderate"
"526","6.3","1.4","9.6","1.7","5","2.74","Moderate"
"527","7.3","3.6","8.5","0.3","4.3","2.93","Moderate"
"528","5.7","3.8","7.6","1.5","5.4","3.27","Low"
"529","7.5","2.7","5.4","1.6","6.8","3.09","High"
"530","7.7","1.7","5.2","1","8.4","3.43","High"
"531","7.2","0.8","5.2","5.1","5.7","2.99","High"
"532","9.8","0.8","9.8","3.6","0","3.59","High"
"533","8.6","3.9","7.8","1","2.7","3.69","High"
"534","5.4","2.5","9.9","1.1","5.1","2.54","Low"
"535","9","3.6","9.7","1.6","0.1","3.44","High"
"536","8.8","0.6","7.4","4.3","2.9","3.32","High"
"537","6.2","2.6","8.3","1","5.9","3.23","Moderate"
"538","7.5","0","5","2.1","9.4","3.2","High"
"539","9.6","0.9","8.2","1.2","4.1","3.62","High"
"540","8.6","0.4","7.1","0.2","7.7","3.2","High"
"541","7.4","2.6","5.6","1.7","6.7","3.26","High"
"542","10","0.2","8.8","1.9","3.1","3.46","High"
"543","7","3","9.6","4.2","0.2","2.68","Moderate"
"544","8.9","1","7.8","2.2","4.1","3.54","High"
"545","8.3","1","6","5.5","3.2","3.25","High"
"546","6.1","0.2","5.2","1.1","11.4","2.72","High"
"547","9.3","1.1","9.8","2.2","1.6","3.79","High"
"548","7.6","3","6.4","2.1","4.9","2.83","Moderate"
"549","9.5","3.8","9.5","0.5","0.7","3.4","High"
"550","7.5","0.8","8","1.1","6.6","3.43","Moderate"
"551","6.7","3.4","6","0.4","7.5","2.48","Moderate"
"552","9.1","3.3","6.7","3.4","1.5","3.4","High"
"553","8.9","2.6","5.8","5.3","1.4","2.98","High"
"554","7.1","0.2","5.6","4.6","6.5","3.13","High"
"555","5","1.7","7.6","0.3","9.4","2.53","Low"
"556","6.2","0","8.6","5.8","3.4","2.71","Moderate"
"557","6.1","2.7","8.7","5.1","1.4","2.57","Moderate"
"558","6.6","2.9","9.1","1","4.4","2.85","Moderate"
"559","6.9","3.6","9","4.4","0.1","2.92","Moderate"
"560","8","2.6","5.4","3.3","4.7","3.48","High"
"561","8.5","0.7","8.9","3.4","2.5","3.41","High"
"562","6.5","2.9","8.8","0.6","5.2","2.67","Moderate"
"563","7.6","2","6.8","5.6","2","3.25","Moderate"
"564","8.6","1.8","9.6","2.8","1.2","3.47","High"
"565","8.6","3.4","6.4","4.5","1.1","3.18","High"
"566","6.7","3.9","9.3","2.9","1.2","2.78","Moderate"
"567","8.6","2.2","9.7","1.7","1.8","3.07","High"
"568","8.9","2.9","6.9","0.1","5.2","3.26","High"
"569","9.2","0","8.5","5.8","0.5","3.08","High"
"570","8.5","3.3","7.7","4.4","0.1","3.2","High"
"571","5.3","2","8.6","5.2","2.9","2.89","Low"
"572","7.8","1.6","5.7","5.2","3.7","3.06","High"
"573","5.8","1.2","6.5","5.2","5.3","3.08","Low"
"574","6.3","2.5","7.9","5","2.3","3.07","Moderate"
"575","9.5","0","8.4","0.3","5.8","3.07","High"
"576","6.5","1.4","8.1","2","6","3.06","Moderate"
"577","8.7","1.6","5.3","4.7","3.7","3.2","High"
"578","8.4","1.3","5.3","2.2","6.8","2.92","High"
"579","9.7","2.6","8.4","2.1","1.2","3.38","High"
"580","8.8","0.4","6.4","1.7","6.7","3.05","High"
"581","7.2","3.9","5.3","3.1","4.5","3.03","High"
"582","8.7","2.8","7.1","1.9","3.5","3.12","High"
"583","7","1.1","6","2.9","7","2.87","Moderate"
"584","8.3","3.9","8","0.3","3.5","3.04","High"
"585","5.4","3.8","6.5","0.6","7.7","3.14","Low"
"586","8.2","1.1","5.1","5.8","3.8","3.5","High"
"587","6.3","2.7","8.5","3.7","2.8","2.72","Moderate"
"588","8","3.5","9.7","0.3","2.5","3.02","Moderate"
"589","5.8","3.8","8.7","5","0.7","2.95","Low"
"590","8.5","2.7","7","0.1","5.7","3.01","High"
"591","7.9","1","7.3","5.7","2.1","3.41","Moderate"
"592","5.9","2.7","9.9","0.6","4.9","2.82","Low"
"593","5","1.7","5.5","4.5","7.3","2.72","High"
"594","6.3","1.7","8.6","0.1","7.3","3.11","Moderate"
"595","7.9","2.5","8.2","1.3","4.1","3.08","Moderate"
"596","6","3.5","8.7","0.1","5.7","2.95","Moderate"
"597","6.2","0.9","6.4","1.5","9","2.92","Moderate"
"598","8.7","2.4","8.4","0.4","4.1","3.16","High"
"599","9.8","3.4","9","1.5","0.3","3.49","High"
"600","6","2.5","8.7","4.4","2.4","3.05","Moderate"
"601","7.6","0.3","6.9","5.5","3.7","3.35","Moderate"
"602","6.3","1.5","9.5","4","2.7","3.42","Moderate"
"603","8.9","1.8","8.2","1.3","3.8","3.21","High"
"604","7.2","2.6","9.7","0.3","4.2","3.42","Moderate"
"605","9.1","1.2","7.2","0.1","6.4","3.37","High"
"606","5.3","2","9.6","0.6","6.5","2.41","Low"
"607","8.8","1.6","8.3","1.4","3.9","3.26","High"
"608","5.4","0.7","8.3","5.3","4.3","2.75","Low"
"609","9.1","2.7","5.6","1.7","4.9","3.15","High"
"610","7.6","2.1","6.8","2.1","5.4","2.97","Moderate"
"611","9.1","3.2","6.5","4.8","0.4","3.34","High"
"612","6.8","2","9.7","4.8","0.7","3.09","Moderate"
"613","5.5","1.6","7.8","3","6.1","2.9","Low"
"614","8.4","3.4","9.3","2.2","0.7","3.2","High"
"615","7.2","2.4","5.8","4","4.6","3.19","High"
"616","6.1","0.5","5.8","0","11.6","2.73","High"
"617","8.6","2.9","7.6","0.8","4.1","3.15","High"
"618","5.5","0.9","7.6","3.6","6.4","2.57","Low"
"619","6.2","0.2","7","1.4","9.2","3.13","Moderate"
"620","7.1","1.7","7.7","4.2","3.3","3.48","Moderate"
"621","8.5","0.7","7.5","2.5","4.8","3.34","High"
"622","7.7","0.5","8","0.7","7.1","3.34","Moderate"
"623","6.7","0.6","8.5","1.2","7","3.18","Moderate"
"624","6","2","7.1","0.1","8.8","2.85","Moderate"
"625","9","0.3","7.4","3.4","3.9","3.64","High"
"626","6.3","0","8.6","3.2","5.9","3.14","Moderate"
"627","9.2","3.3","9.2","1.1","1.2","3.6","High"
"628","7.3","0.7","9.3","5.3","1.4","2.97","Moderate"
"629","7.3","0.3","6.9","4.8","4.7","3.09","Moderate"
"630","5.3","3.5","6.9","3.3","5","2.81","Low"
"631","9.8","0.3","8.2","0.4","5.3","3.71","High"
"632","7.2","4","7.8","1.6","3.4","2.98","Moderate"
"633","6.1","1.4","6.9","0.4","9.2","2.79","Moderate"
"634","8.6","2.6","8.5","0","4.3","2.85","High"
"635","6.1","2.6","7.4","0","7.9","3.03","Moderate"
"636","7.7","0.3","8.8","3.5","3.7","3.29","Moderate"
"637","8.9","3","9","1.6","1.5","3.42","High"
"638","8.1","3","5.8","1.2","5.9","3.04","High"
"639","9.5","3","9.5","1.5","0.5","3.76","High"
"640","9.4","2.3","8.2","0.6","3.5","3.62","High"
"641","7.4","2.9","6.4","1.2","6.1","2.89","Moderate"
"642","6.1","1.7","9.5","3","3.7","2.76","Moderate"
"643","5.9","0.3","8.5","2.3","7","2.99","Low"
"644","9","1.1","8.5","1.4","4","3.56","High"
"645","9.7","2.5","6.6","1.4","3.8","3.57","High"
"646","6.1","2.4","6.3","4","5.2","2.73","Moderate"
"647","9.1","3.1","8.8","0.6","2.4","3.42","High"
"648","6.8","1.7","5.2","1.6","8.7","2.91","High"
"649","5.2","3.5","6.2","3.3","5.8","2.8","Low"
"650","6.6","3.6","9.4","1.4","3","2.94","Moderate"
"651","9.5","4","9.1","1.2","0.2","3.52","High"
"652","5.3","0.4","10","2","6.3","2.49","Low"
"653","8.7","3.2","9.3","2.8","0","3.1","High"
"654","5.1","1.4","8.9","3.4","5.2","2.72","Low"
"655","6.6","2.6","6.2","0.1","8.5","3.11","Moderate"
"656","8.8","0.2","9.2","3.6","2.2","3.59","High"
"657","7.8","2.5","9.3","2.6","1.8","3.2","Moderate"
"658","8.8","1.8","8.5","1.9","3","3.32","High"
"659","6.1","2.4","9.6","5.5","0.4","2.99","Moderate"
"660","6.1","4","9.9","2.6","1.4","2.49","Moderate"
"661","9","2.9","8","0.2","3.9","3.74","High"
"662","8.4","1.5","9.7","0.7","3.7","3.16","High"
"663","7.5","2.8","8.5","3.4","1.8","2.98","Moderate"
"664","8.2","2.4","5.9","4.2","3.3","3.13","High"
"665","7.3","2.7","9.2","0.8","4","3.41","Moderate"
"666","9.2","3.2","9.8","1","0.8","3.55","High"
"667","7.4","1.6","5.8","3.4","5.8","3.19","High"
"668","7.9","2.4","6.8","0.3","6.6","3.14","Moderate"
"669","5.2","1.7","5.4","3.6","8.1","2.55","High"
"670","9.3","3.5","6","3.8","1.4","3.52","High"
"671","6.4","3.2","10","0.1","4.3","3.01","Moderate"
"672","9.9","1.9","9.2","0.2","2.8","3.65","High"
"673","6.7","0.3","9.9","4.9","2.2","2.96","Moderate"
"674","5.4","0.8","6.1","2.8","8.9","2.66","Low"
"675","6.3","0.4","5.8","0.9","10.6","2.93","High"
"676","6.4","3.2","6.6","1.8","6","3.06","Moderate"
"677","6.2","0.5","6.3","2.1","8.9","2.84","Moderate"
"678","6.1","3.2","5.7","2.1","6.9","2.95","High"
"679","9.3","0.6","5.4","2.9","5.8","3.51","High"
"680","9","0.5","7.9","3","3.6","2.99","High"
"681","5.7","2.5","6.4","2.9","6.5","2.84","Low"
"682","6.5","3.3","5.3","2.5","6.4","2.81","High"
"683","7.3","2.9","7.9","3.9","2","3.19","Moderate"
"684","6.6","2.2","9.2","5.9","0.1","3.06","Moderate"
"685","9.4","1.5","6","2.9","4.2","3.4","High"
"686","7.4","3.4","6.8","5.2","1.2","3.45","Moderate"
"687","7","1.3","7.3","4.6","3.8","3","Moderate"
"688","9.8","0.7","7.8","3.3","2.4","3.41","High"
"689","7.4","2.6","6.1","3.3","4.6","3.41","Moderate"
"690","5.7","2.3","5.9","1.7","8.4","2.62","High"
"691","6.1","0.7","9.1","1.7","6.4","2.69","Moderate"
"692","6.9","3.2","6.8","0.5","6.6","3.08","Moderate"
"693","7.8","3.4","9","0.7","3.1","2.95","Moderate"
"694","6.1","3.5","6.2","1.6","6.6","3.05","Moderate"
"695","5","3.5","9","3.8","2.7","2.62","Low"
"696","7.3","1.4","5.5","2.9","6.9","3.19","High"
"697","9.6","0.2","6.5","1.2","6.5","3.5","High"
"698","7.3","1.9","8.8","0.9","5.1","3.06","Moderate"
"699","7.4","1.7","8","6","0.9","3","Moderate"
"700","9.1","0.7","5.2","1.2","7.8","3.64","High"
"701","6.7","2","8.1","5.5","1.7","3.11","Moderate"
"702","5.3","0.1","7.8","2.6","8.2","3.58","Low"
"703","9.2","0.6","5.1","2.7","6.4","3.27","High"
"704","8","1.1","5.9","2.3","6.7","3.27","High"
"705","9","1.6","8.8","0.6","4","3.2","High"
"706","8.4","2.3","9.6","1.4","2.3","3.41","High"
"707","5.3","0.1","9.1","3.1","6.4","2.65","Low"
"708","6.7","0.1","9.8","4","3.4","3.15","Moderate"
"709","9.7","1.1","8.1","3.5","1.6","3.63","High"
"710","9.7","3.5","8.7","0.6","1.5","3.36","High"
"711","6.4","3.9","5.1","4.3","4.3","3.14","High"
"712","10","1.2","6.7","0.5","5.6","3.79","High"
"713","7.2","1","6.7","5","4.1","3.21","Moderate"
"714","5.3","0.4","5.8","3.6","8.9","2.76","High"
"715","5.8","3.9","7.2","3","4.1","2.83","Low"
"716","8.3","3","8.8","2.3","1.6","2.92","High"
"717","9.5","3.3","8.8","0.1","2.3","3.24","High"
"718","7","3.5","9.5","3.6","0.4","3.4","Moderate"
"719","6.6","2.8","6.4","1.1","7.1","2.88","Moderate"
"720","7.1","3.3","5.6","4.4","3.6","2.85","High"
"721","7.7","1.2","7.5","1.8","5.8","2.88","Moderate"
"722","5.8","0.5","7.7","5.4","4.6","3.27","Low"
"723","6.7","2.9","8.3","5.6","0.5","3.06","Moderate"
"724","8.3","3.6","7","1.7","3.4","3.5","High"
"725","5.1","3.3","9","0.6","6","2.54","Low"
"726","5.6","3.9","6.1","0.4","8","3.32","Low"
"727","8","3","5.2","4","3.8","3.01","High"
"728","5.9","2.3","6.5","5.6","3.7","2.9","Low"
"729","9.1","3.9","6.3","4.6","0.1","2.98","High"
"730","5.3","0.2","8.5","2.7","7.3","2.62","Low"
"731","6.1","2.5","6.3","3.5","5.6","3.13","Moderate"
"732","9.1","1.9","6.8","2.2","4","3.27","High"
"733","9","1.3","6","0.5","7.2","3.05","High"
"734","9.2","0.9","6.9","4.9","2.1","2.81","High"
"735","9.1","1.5","7.3","1.8","4.3","3.4","High"
"736","7.7","0.1","7.4","2.4","6.4","3.24","Moderate"
"737","5.8","2.6","9.9","3.2","2.5","2.8","Low"
"738","7.1","0.5","8.1","5.6","2.7","3.1","Moderate"
"739","8.3","0.3","6.8","3.3","5.3","3.48","High"
"740","9.1","2.4","6.9","1.4","4.2","3.3","High"
"741","5.5","1.4","7.1","4.1","5.9","2.71","Low"
"742","7","0.7","5.8","5","5.5","3.09","High"
"743","5.2","1.7","5.8","5.3","6","2.48","High"
"744","7.5","2.9","9.8","0.8","3","3.19","Moderate"
"745","9.4","3.7","9.6","0.8","0.5","3.16","High"
"746","8.8","2.1","8.4","2","2.7","3.66","High"
"747","8.7","3.3","5.7","5","1.3","3.55","High"
"748","7.2","1.5","9.6","1.4","4.3","3.11","Moderate"
"749","9.2","1.9","7.6","1.6","3.7","3.02","High"
"750","5.2","1.1","5","5.9","6.8","2.93","High"
"751","9.8","1.6","8.6","1.4","2.6","3.68","High"
"752","9.7","1.6","8.9","1","2.8","3.57","High"
"753","10","0.1","8","3.9","2","3.35","High"
"754","9.7","0.7","8.1","1.2","4.3","3.53","High"
"755","6.5","2.2","7.1","1","7.2","2.91","Moderate"
"756","8.8","3.6","5.4","2.4","3.8","3.08","High"
"757","5.5","0.1","8.3","3.6","6.5","2.73","Low"
"758","5.1","3.3","9.9","0.8","4.9","2.64","Low"
"759","6.2","3.5","9.6","2","2.7","2.55","Moderate"
"760","5.1","2.3","5.1","4.7","6.8","3.03","High"
"761","6.5","0.2","7.9","2.4","7","2.98","Moderate"
"762","6.4","2.8","6.4","5.4","3","3.05","Moderate"
"763","6.9","2.2","5.3","2.6","7","3.12","High"
"764","6.1","0.9","9.1","5.6","2.3","3.01","Moderate"
"765","5.5","1.8","6.7","5.2","4.8","2.24","Low"
"766","6.7","1.6","7.6","1","7.1","2.93","Moderate"
"767","7.9","3.2","8.8","0.6","3.5","3.09","Moderate"
"768","6.8","1.6","8.4","0.3","6.9","2.88","Moderate"
"769","5.2","1.6","8.5","1.2","7.5","2.52","Low"
"770","9.4","3.6","6.5","1","3.5","3.57","High"
"771","7.1","1","8.4","5","2.5","3.26","Moderate"
"772","7","0.6","8.7","2.2","5.5","3.15","Moderate"
"773","8.4","1.1","5.4","6","3.1","3.44","High"
"774","9.3","1.2","7.3","3.7","2.5","3.76","High"
"775","7.1","1.7","6.7","3.4","5.1","2.99","Moderate"
"776","9.7","2.8","9.1","1.3","1.1","3.54","High"
"777","8.9","0.1","9.1","0.2","5.7","3.14","High"
"778","8.8","1","9.3","0.5","4.4","3.18","High"
"779","5.6","3.9","8.4","5.1","1","3.08","Low"
"780","8","2.4","8.4","3","2.2","2.96","Moderate"
"781","7.1","1.1","8.8","1.4","5.6","2.85","Moderate"
"782","8.1","3","6.1","0.4","6.4","3.37","High"
"783","5.7","2.4","9.2","0.3","6.4","2.69","Low"
"784","7.4","3.7","6.7","2.8","3.4","3.36","Moderate"
"785","5.1","0.3","6.3","0.2","12.1","2.55","Low"
"786","7.7","0.7","6.5","4","5.1","3.54","Moderate"
"787","9.8","0.2","9.5","2.6","1.9","3.47","High"
"788","5.3","0.4","8","2","8.3","3.37","Low"
"789","9.6","1.6","5.7","4.3","2.8","3.49","High"
"790","8.5","3.6","9","2","0.9","2.9","High"
"791","8.4","3.8","6.5","0","5.3","3.08","High"
"792","8.3","2.5","8","0.1","5.1","3.1","High"
"793","8.6","1.3","8.3","3.2","2.6","3.11","High"
"794","5.5","3.3","9.6","3.6","2","2.75","Low"
"795","5.5","1.6","8.6","4.7","3.6","2.64","Low"
"796","6.3","0.1","7.7","5.1","4.8","3.22","Moderate"
"797","9.8","2.3","7.6","0.4","3.9","3.04","High"
"798","8","1.6","6.2","0.6","7.6","3.38","Moderate"
"799","6.6","0.4","5.9","5.9","5.2","3.27","High"
"800","9.4","4","7.9","2.2","0.5","2.91","High"
"801","6.6","1.2","7","4","5.2","2.76","Moderate"
"802","5.7","2.5","5.6","3.5","6.7","3.08","High"
"803","8.5","2.8","8.8","3.4","0.5","3.63","High"
"804","8.1","0.7","5.1","1.7","8.4","3.21","High"
"805","7.2","2.5","9.2","1","4.1","3.07","Moderate"
"806","7.9","2.2","5.4","0.3","8.2","2.99","High"
"807","5.5","2.3","7.7","1.4","7.1","3.05","Low"
"808","5.2","2","8.4","1.5","6.9","2.88","Low"
"809","6.5","2.5","9.5","4.5","1","3.29","Moderate"
"810","6.8","2.6","7.3","1.1","6.2","3.13","Moderate"
"811","8.5","2.2","6.8","5.5","1","3.07","High"
"812","8.4","1.6","8.8","2.4","2.8","3.51","High"
"813","7.1","3.7","6.3","0.7","6.2","3.15","Moderate"
"814","6.9","0.2","6.7","3","7.2","3.05","Moderate"
"815","5.8","2.6","10","2.5","3.1","2.64","Low"
"816","5.6","3.5","7.1","2.3","5.5","2.5","Low"
"817","8.3","1.8","8.2","0.4","5.3","3.33","High"
"818","5.8","1.9","8","3.5","4.8","2.9","Low"
"819","7","1.4","5.6","2.4","7.6","3.15","High"
"820","6","0.2","7.8","3.6","6.4","2.75","Moderate"
"821","9.4","2.3","6.7","4.5","1.1","3.25","High"
"822","7.8","3.6","7","1.7","3.9","3.19","Moderate"
"823","5.7","0.6","7.2","3.6","6.9","2.96","Low"
"824","9.1","0.3","7.4","3.8","3.4","3.66","High"
"825","9.1","3.1","6.4","5.1","0.3","3.45","High"
"826","7.9","3.7","8.4","1.9","2.1","2.68","Moderate"
"827","9","3.8","5.1","5.9","0.2","3.22","High"
"828","7.2","2.6","6.9","0.3","7","3","Moderate"
"829","8","3.6","6.9","1.2","4.3","3.08","Moderate"
"830","9.1","3.3","7.9","1.3","2.4","3.35","High"
"831","9","2.2","9.1","2.3","1.4","3.44","High"
"832","7.1","3.8","7.7","3.3","2.1","3.33","Moderate"
"833","6.1","2.5","7.9","1.1","6.4","2.94","Moderate"
"834","8.8","2.1","6.1","4","3","3.2","High"
"835","5.4","1.8","5.8","1.1","9.9","2.71","High"
"836","5.3","1.6","7.6","2.9","6.6","2.54","Low"
"837","6.9","3.4","5.7","3","5","3.37","High"
"838","9.4","2.2","9.8","0.1","2.5","3.79","High"
"839","5.5","0.2","5.9","3.2","9.2","2.74","High"
"840","9.7","3.4","6.5","0.3","4.1","3.48","High"
"841","5.8","0.5","5.6","3.1","9","2.73","High"
"842","9.9","2.7","9.7","0.2","1.5","3.23","High"
"843","6.9","2.2","5.4","0","9.5","3.27","High"
"844","7.1","2","7.1","0.1","7.7","3.34","Moderate"
"845","6.7","0.7","5.5","5.7","5.4","3.31","High"
"846","6.6","1.6","6.2","0.6","9","3.12","Moderate"
"847","5.9","3.2","8.4","3.3","3.2","3.05","Low"
"848","5.4","1.1","6.7","4.7","6.1","2.8","Low"
"849","10","1","9.4","3","0.6","3.4","High"
"850","7","3.9","5.9","4.8","2.4","2.78","High"
"851","6.7","2.9","7.1","3.5","3.8","3.09","Moderate"
"852","9.3","0.2","8.5","0.8","5.2","3.49","High"
"853","7.1","2.2","7","3.1","4.6","2.87","Moderate"
"854","5.7","0.6","9.7","5.3","2.7","3.18","Low"
"855","9.5","4","6","1.6","2.9","3.39","High"
"856","7.1","1.4","8","3.5","4","3.48","Moderate"
"857","5.8","1.9","7.8","3.4","5.1","3.01","Low"
"858","5.1","1.4","8.9","3.4","5.2","2.6","Low"
"859","6.3","2.8","7.8","4.8","2.3","3.08","Moderate"
"860","7.4","0.5","6.3","2.5","7.3","3.4","Moderate"
"861","8","2.1","6.4","0","7.5","2.83","Moderate"
"862","8.7","0.1","7.9","5.6","1.7","3.3","High"
"863","5.9","1.9","5.5","3.8","6.9","2.45","High"
"864","7.6","3.6","6","0.1","6.7","3.38","Moderate"
"865","9.3","2.3","9.5","1.7","1.2","3.34","High"
"866","8.7","3.7","7.9","0.7","3","3.57","High"
"867","6.3","0.8","6.2","1.8","8.9","3.37","Moderate"
"868","7.1","2.5","5.4","0.5","8.5","3.33","High"
"869","5.9","2.1","6.1","1.7","8.2","3.13","Low"
"870","5.1","2.6","8.3","4.8","3.2","2.69","Low"
"871","9.7","0.1","5.8","5.3","3.1","3.92","High"
"872","8.3","2.7","9.7","3.3","0","2.95","High"
"873","8.6","1.1","9.4","0.2","4.7","3.36","High"
"874","6.3","0.9","5.7","5.2","5.9","2.9","High"
"875","7.5","2.7","6.2","4.5","3.1","2.97","Moderate"
"876","7.1","0.8","9.9","3.9","2.3","3.28","Moderate"
"877","9.7","1.2","8.9","3.2","1","3.26","High"
"878","8.4","2.9","7.9","1","3.8","3.2","High"
"879","7.5","1.2","7.1","3.9","4.3","2.96","Moderate"
"880","7","1.1","6","4.7","5.2","3.2","Moderate"
"881","9.5","1.5","8.8","3.8","0.4","3.36","High"
"882","9.8","1.5","6.7","0.4","5.6","3.54","High"
"883","7.4","0.4","6.2","1.9","8.1","3.16","Moderate"
"884","6.5","3.4","9.3","3.7","1.1","3.02","Moderate"
"885","5.7","2.8","9.7","4","1.8","2.86","Low"
"886","8.2","2","5.6","1.9","6.3","2.81","High"
"887","9","3.4","5.7","5.6","0.3","3.59","High"
"888","8.8","3.2","9.7","0.7","1.6","3.07","High"
"889","9.3","0.5","8.5","4.2","1.5","3.17","High"
"890","9.4","0.7","5.3","4.3","4.3","3.57","High"
"891","7.4","3.4","6.9","1","5.3","3.15","Moderate"
"892","5.9","2.9","7.6","3.6","4","3.13","Low"
"893","7.3","3.3","9.1","3.1","1.2","3.34","Moderate"
"894","6.8","3.5","8.6","0.6","4.5","3.23","Moderate"
"895","7","3.5","5.2","5.8","2.5","3.26","High"
"896","6.4","1","9.7","1.8","5.1","3.25","Moderate"
"897","8.9","1.6","5.7","0.1","7.7","3.42","High"
"898","6.8","1.4","6.7","3.1","6","3.03","Moderate"
"899","7.2","3.5","7.5","2.9","2.9","3.04","Moderate"
"900","8.3","2.4","7.1","2.5","3.7","3.22","High"
"901","8.9","0.8","9.1","3.4","1.8","3.1","High"
